000_Total,001_0 years old,002_1 years old,003_2 years old,004_3 years old,005_4 years old,006_5 years old,007_6 years old,008_7 years old,009_8 years old,010_9 years old,011_10 years old,012_11 years old,013_12 years old,014_13 years old,015_14 years old,016_15 years old,017_16 years old,018_17 years old,019_18 years old,020_19 years old,021_20 years old,022_21 years old,023_22 years old,024_23 years old,025_24 years old,026_25 years old,027_26 years old,028_27 years old,029_28 years old,030_29 years old,031_30 years old,032_31 years old,033_32 years old,034_33 years old,035_34 years old,036_35 years old,037_36 years old,038_37 years old,039_38 years old,040_39 years old,041_40 years old,042_41 years old,043_42 years old,044_43 years old,045_44 years old,046_45 years old,047_46 years old,048_47 years old,049_48 years old,050_49 years old,051_50 years old,052_51 years old,053_52 years old,054_53 years old,055_54 years old,056_55 years old,057_56 years old,058_57 years old,059_58 years old,060_59 years old,061_60 years old,062_61 years old,063_62 years old,064_63 years old,065_64 years old,066_65 years old,067_66 years old,068_67 years old,069_68 years old,070_69 years old,071_70 years old,072_71 years old,073_72 years old,074_73 years old,075_74 years old,076_75 years old,077_76 years old,078_77 years old,079_78 years old,080_79 years old,081_80 years old,082_81 years old,083_82 years old,084_83 years old,085_84 years old,086_85 years old,087_86 years old,088_87 years old,089_88 years old,090_89 years old,091_90 years old,092_91 years old,093_92 years old,094_93 years old,095_94 years old,096_95 years old,097_96 years old,098_97 years old,099_98 years old,100_99 years old,101_100 years old,102_101 years old,103_102 years old,104_103 years old,105_104 years old,106_105 years old,107_106 years old,108_107 years old,109_108 years old,110_109 years old,111_110 years old and over,112_Age not reported,R1_(Recount) Under 15 years old,R2_(Recount) 15--64 years old,R3_(Recount) 65 years old and over,R4_(Recount) 75 years old and over,R5_(Recount) 85 years old and over,R6_(Recount) 100 years old and over,R7_(Recount) 20--69 years old,,
"126,146,099","831,824","866,525","910,005","934,063","973,665","998,664","996,576","1,020,657","1,024,325","1,048,871","1,057,736","1,063,185","1,083,113","1,077,379","1,069,104","1,070,370","1,113,159","1,123,237","1,151,389","1,159,285","1,177,049","1,174,456","1,193,935","1,193,983","1,191,883","1,210,380","1,212,167","1,192,761","1,209,983","1,206,673","1,234,225","1,258,775","1,299,569","1,335,672","1,356,353","1,407,719","1,456,774","1,476,522","1,478,920","1,491,632","1,558,309","1,596,338","1,656,969","1,699,648","1,779,813","1,852,394","1,956,602","1,991,137","1,954,205","1,895,955","1,837,431","1,807,894","1,764,215","1,758,955","1,371,356","1,689,290","1,582,910","1,542,017","1,491,947","1,461,318","1,469,672","1,494,495","1,450,282","1,407,740","1,475,001","1,516,441","1,512,118","1,598,839","1,679,855","1,768,015","1,886,160","2,052,521","2,014,143","1,893,386","1,165,585","1,234,832","1,488,292","1,416,571","1,430,462","1,360,771","1,206,058","1,017,635","1,048,747","1,035,057","989,231","893,754","794,162","739,149","662,252","580,506","493,824","425,042","358,386","277,613","224,151","169,988","123,057","90,075","64,897","44,707","32,032","17,112","11,855","7,304","4,705","2,824","1,724","1,058",557,211,141,"2,931,838","14,955,692","72,922,764","35,335,805","18,248,742","6,021,086","79,523","75,380,592",47.66094,48.60554
